ID_Venta,Fecha,Producto,Categoria,Precio,Cantidad,ID_Cliente,Region
379,22/01/2024,Estacion de Carga Multiple,Energia,35.0,1.0,469,Este
380,2024-01-23,,Energia,10.0,1.0,470,Norte
381,2024-01-24,Inversor de Corriente para Auto,Energia,40.0,1.0,471,Sur
382,2024-01-25,Termometro de Carne,Cocina,15.0,N/A,472,Centro
383,2024-01-26,Abrelatas Electrico,Cocina,20.0,1.0,473,Oeste
384,2024-01-27,Triturador de Basura,Cocina,150.0,1.0,474,Este
385,2024-01-28,Dispensador de Agua,Hogar,120.0,1.0,475,Norte
386,2024-01-29,Calentador de Agua Electrico,hogar,100.0,1.0,476,Sur
387,30/01/2024,Aire Acondicionado Portatil,Hogar,-350.0,1.0,477,Centro
388,2024-01-31,Deshumidificador,Hogar,90.0,1.0,478,Oeste
389,2024-02-01,Enfriador de Vinos,Cocina,200.0,1.0,479,Este
390,2024-02-02,Fabrica de Hielo,Cocina,120.0,1.0,480,Norte
391,2024-02-03,GoPro,Video,400.0,1.0,481,Sur
392,2024-02-04,Estuche para Camara,video,30.0,1.0,482,Centro
393,2024-02-05,Correa para Camara,Video,15.0,1.0,483,Oeste
394,06/02/2024,Filtro para Lente,Video,20.0,1.0,484,Este
395,2024-02-06,Reflector para Fotografia,Video,25.0,1.0,485,Norte
396,2024-02-07,,Video,10.0,1.0,486,Sur
397,2024-02-08,Fondo para Fotografia,Video,40.0,1.0,487,Centro
398,2024-02-09,Mesa de Luz para Dibujo,Diseno,60.0,1.0,488,Oeste
399,2024-02-10,Cortadora de Papel,Oficina,25.0,1.0,489,
400,2024-02-11,Enmicadora,Oficina,40.0,1.0,490,Norte
401,12/02/2024,Etiquetadora,Oficina,30.0,1.0,491,Sur
402,2024-02-12,Cojin Lumbar,Muebles,20.0,1.0,492,Centro
403,2024-02-13,Reposapies,Muebles,25.0,1.0,493,Oeste
404,2024-02-14,Pluma Fuente,Oficina,35.0,1.0,494,Este
405,2024-02-15,Tinta para Pluma Fuente,oficina,10.0,N/A,495,Norte
406,2024-02-16,Sello Personalizado,Oficina,20.0,1.0,496,Sur
407,2024-02-17,Papel Fotografico,Impresion,15.0,1.0,497,Centro
408,2024-02-18,Cartucho de Tinta,impresion,30.0,2.0,498,Oeste
409,2024-02-19,Toner para Impresora,Impresion,80.0,1.0,499,Este
410,20/02/2024,Papel para Impresora (Resma),Impresion,-10.0,1.0,500,Norte
411,2024-02-20,Bolsa para Mensajero,Accesorios,60.0,1.0,501,Sur
412,2024-02-21,Portafolio,Accesorios,70.0,1.0,502,Centro
413,2024-02-22,Cartera,accesorios,30.0,1.0,503,Oeste
414,2024-02-23,,Accesorios,15.0,1.0,504,Este
415,2024-02-24,Organizador de Escritorio,Oficina,20.0,1.0,505,Norte
416,2024-02-25,Perforadora,Oficina,8.0,1.0,506,Sur
417,2024-02-26,Tijeras,oficina,5.0,1.0,507,Centro
418,2024-02-27,Cutter,Oficina,4.0,1.0,508,Oeste
419,2024-02-28,Pegamento en Barra,Oficina,2.0,3.0,509,Este
420,29/02/2024,Carpeta,Oficina,3.0,5.0,510,Norte
421,2024-03-01,Sobre,Oficina,0.5,20.0,511,
422,2024-03-02,Agenda Electronica,Electronica,50.0,1.0,512,Centro
423,2024-03-03,Traductor Electronico,Electronica,80.0,1.0,513,Oeste
424,2024-03-04,Grabadora de Voz Digital,electronica,40.0,1.0,514,Este
425,2024-03-05,Puntero Laser,Presentacion,15.0,N/A,515,Norte
426,2024-03-06,Control Remoto para Presentaciones,Presentacion,25.0,1.0,516,Sur
427,07/03/2024,Pizarra Interactiva,Presentacion,-800.0,1.0,517,Centro
428,2024-03-07,Proyector Portatil,Presentacion,250.0,1.0,518,Oeste
429,2024-03-08,Pantalla para Proyector,Presentacion,100.0,1.0,519,Este
430,2024-03-09,Megafono,Audio,30.0,1.0,520,Norte
431,2024-03-10,Sistema de Karaoke,Audio,120.0,1.0,521,Sur
432,2024-03-11,Bola de Discoteca,Fiesta,20.0,1.0,522,Centro
433,2024-03-12,Maquina de Humo,fiesta,50.0,1.0,523,Oeste
434,2024-03-13,Luces Estroboscopicas,Fiesta,25.0,1.0,524,Este
435,2024-03-14,,Fiesta,10.0,1.0,525,Norte
436,2024-03-15,Dispensador de Bebidas,Fiesta,30.0,1.0,526,Sur
437,16/03/2024,Hielera con Ruedas,Fiesta,60.0,1.0,527,Centro
438,2024-03-16,Sillas Plegables,Muebles,20.0,4.0,528,Oeste
439,2024-03-17,Mesa Plegable,Muebles,40.0,1.0,529,Este
440,2024-03-18,Mantel,Hogar,15.0,1.0,530,Norte
441,2024-03-19,Servilletas de Tela,hogar,12.0,1.0,531,Sur
442,2024-03-20,Camino de Mesa,Hogar,10.0,1.0,532,Centro
443,2024-03-21,Cubre Sillas,Hogar,8.0,4.0,533,Oeste
444,22/03/2024,Bolsas Reutilizables,Hogar,5.0,N/A,534,
445,2024-03-22,Termometro Ambiental,Hogar,12.0,1.0,535,Norte
446,2024-03-23,Barometro,Hogar,20.0,1.0,536,Sur
447,2024-03-24,Estacion Meteorologica,Hogar,50.0,1.0,537,Centro
448,2024-03-25,Tendedero de Ropa,Hogar,25.0,1.0,538,Oeste
449,2024-03-26,Pinzas para Ropa,Hogar,3.0,1.0,539,Este
450,2024-03-27,Tabla de Planchar,hogar,35.0,1.0,540,Norte
451,2024-03-28,Funda para Tabla de Planchar,Hogar,10.0,1.0,541,Sur
452,2024-03-29,,Hogar,5.0,1.0,542,Centro
453,2024-03-30,Cesto para Ropa Sucia,Hogar,20.0,1.0,543,Oeste
454,31/03/2024,Organizador de Zapatos,Hogar,30.0,1.0,544,Este
455,2024-03-31,Ganchos para Ropa,Hogar,8.0,1.0,545,Norte
456,2024-04-01,Funda para Ropa,Hogar,12.0,1.0,546,Sur
457,2024-04-02,Caja de Almacenaje,Hogar,15.0,2.0,547,Centro
458,2024-04-03,Separadores de Cajones,hogar,10.0,1.0,548,Oeste
459,2024-04-04,Contenedor al Vacio,Hogar,20.0,1.0,549,Este
460,2024-04-05,Zapatera,Muebles,50.0,1.0,550,Norte
461,2024-04-06,Perchero,Muebles,-40.0,1.0,551,Sur
462,07/04/2024,Espejo de Cuerpo Completo,Muebles,80.0,1.0,552,Centro
463,2024-04-07,Buro,Muebles,60.0,1.0,553,Oeste
464,2024-04-08,Comoda,Muebles,150.0,1.0,554,Este
465,2024-04-09,Cabecera para Cama,muebles,100.0,1.0,555,Norte
466,2024-04-10,Base para Cama,Muebles,200.0,1.0,556,Sur
467,2024-04-11,,Muebles,50.0,1.0,557,Centro
468,2024-04-12,Colchon,Muebles,300.0,1.0,558,Oeste
469,2024-04-13,Almohada,Hogar,25.0,2.0,559,Este
470,14/04/2024,Funda de Almohada,Hogar,10.0,N/A,560,Norte
471,2024-04-14,Sabanas,Hogar,40.0,1.0,561,Sur
472,2024-04-15,Edredon,Hogar,80.0,1.0,562,Centro
473,2024-04-16,Manta,Hogar,30.0,1.0,563,Oeste
474,2024-04-17,Toalla de Bano,hogar,20.0,2.0,564,Este
475,2024-04-18,Bata de Bano,Hogar,35.0,1.0,565,Norte
476,2024-04-19,Tapete de Bano,Hogar,15.0,1.0,566,Sur
477,2024-04-20,Cortina de Bano,Hogar,18.0,1.0,567,Centro
478,2024-04-21,Dispensador de Jabon,hogar,-12.0,1.0,568,Oeste
479,22/04/2024,Portacepillos de Dientes,Hogar,8.0,1.0,569,
480,2024-04-22,Escobilla para Bano,Hogar,10.0,1.0,570,Norte
481,2024-04-23,Jabonera,Hogar,5.0,1.0,571,Sur
482,2024-04-24,,Hogar,3.0,1.0,572,Centro
483,2024-04-25,Repisa para Bano,Muebles,30.0,1.0,573,Oeste
484,2024-04-26,Gabinete de Bano,Muebles,80.0,1.0,574,Este
485,2024-04-27,Foco LED,Iluminacion,5.0,4.0,575,Norte
486,2024-04-28,Tira de Luces LED,iluminacion,20.0,1.0,576,Sur
487,2024-04-29,Lampara de Noche,Iluminacion,25.0,1.0,577,Centro
488,2024-04-30,Lampara de Techo,Iluminacion,60.0,1.0,578,Oeste
489,2024-05-01,Lampara de Escritorio,Iluminacion,30.0,1.0,579,Este
490,2024-05-02,Interruptor de Luz Inteligente,Hogar,25.0,2.0,580,Norte
491,03/05/2024,Abrepuertas de Garaje Inteligente,Hogar,150.0,1.0,581,Sur
492,2024-05-03,Riego Inteligente,Jardineria,80.0,1.0,582,Centro
493,2024-05-04,Sensor de Movimiento,Seguridad,18.0,N/A,583,Oeste
494,2024-05-05,Sensor de Puerta/Ventana,seguridad,15.0,2.0,584,Este
495,2024-05-06,Detector de Monoxido de Carbono,Seguridad,30.0,1.0,585,Norte
496,2024-05-07,,Seguridad,10.0,1.0,586,Sur
497,2024-05-08,Radio de Emergencia,Seguridad,40.0,1.0,587,Centro
498,2024-05-09,Linterna Recargable,Seguridad,20.0,1.0,588,Oeste
499,2024-05-10,Kit de Supervivencia,Seguridad,50.0,1.0,589,Este
500,2024-05-11,Manta Termica de Emergencia,seguridad,5.0,5.0,590,Norte
501,2024-05-12,Purificador de Agua UV,Campismo,60.0,1.0,591,Sur
502,2024-05-13,Estufa de Campismo,Campismo,40.0,1.0,592,Centro
503,2024-05-14,Tanque de Gas para Estufa,Campismo,8.0,2.0,593,Oeste
504,15/05/2024,Encendedor a Prueba de Agua,Campismo,10.0,1.0,594,Este
505,2024-05-15,Brujula,Campismo,-12.0,1.0,595,Norte
506,2024-05-16,Mapa Topografico,Campismo,15.0,1.0,596,Sur
507,2024-05-17,Botas de Senderismo,Ropa,120.0,1.0,597,Centro
508,2024-05-18,Calcetines de Senderismo,ropa,15.0,2.0,598,Oeste
509,2024-05-19,Pantalon Convertible,Ropa,60.0,1.0,599,Este
510,2024-05-20,Chamarra Impermeable,Ropa,90.0,1.0,600,Norte
511,2024-05-21,Bastones de Senderismo,Deportes,40.0,1.0,601,
512,22/05/2024,Mochila de Hidratacion,Deportes,50.0,1.0,602,Centro
513,2024-05-22,GPS para Senderismo,Electronica,200.0,1.0,603,Oeste
514,2024-05-23,,Deportes,20.0,1.0,604,Este
515,2024-05-24,Hamaca,Campismo,30.0,N/A,605,Norte
516,2024-05-25,Silla de Campismo,Campismo,25.0,2.0,606,Sur
517,2024-05-26,Mesa de Centro,muebles,80.0,1.0,607,Centro
518,2024-05-27,Sofa,Muebles,500.0,1.0,608,Oeste
519,2024-05-28,Sillon,Muebles,250.0,1.0,609,Este
520,2024-05-29,Mesa de Comedor,Muebles,300.0,1.0,610,Norte
521,30/05/2024,Sillas de Comedor,Muebles,50.0,4.0,611,Sur
522,2024-05-30,Vitrina,Muebles,-180.0,1.0,612,Centro
523,2024-05-31,Librero,Muebles,120.0,1.0,613,Oeste
524,2024-06-01,Repisa Flotante,Muebles,25.0,2.0,614,Este
525,2024-06-02,Mueble para TV,Muebles,150.0,1.0,615,Norte
526,2024-06-03,Soporte de Pared para TV,Accesorios,40.0,1.0,616,Sur
527,2024-06-04,Cable de Fibra Optica de Audio,Audio,15.0,1.0,617,Centro
528,2024-06-05,Divisor de Audifonos,audio,8.0,1.0,618,Oeste
529,2024-06-06,Adaptador de Bluetooth para Audio,Audio,20.0,1.0,619,Este
530,2024-06-07,,Audio,10.0,1.0,620,Norte
531,2024-06-08,Preamplificador de Microfono,Audio,50.0,1.0,621,Sur
532,2024-06-09,Filtro Anti-Pop,Audio,15.0,1.0,622,Centro
533,2024-06-10,Soporte para Microfono,Audio,25.0,1.0,623,Oeste
534,11/06/2024,Espuma Acustica,Audio,30.0,N/A,624,Este
535,2024-06-11,DJ Controller,Musica,300.0,1.0,625,Norte
536,2024-06-12,Maquina de Ritmos,Musica,200.0,1.0,626,Sur
537,2024-06-13,Sintetizador,Musica,400.0,1.0,627,Centro
538,2024-06-14,Violin,musica,180.0,1.0,628,Oeste
539,2024-06-15,Cello,Musica,300.0,1.0,629,Este
540,2024-06-16,Flauta,Musica,40.0,1.0,630,Norte
541,2024-06-17,Armonica,musica,-20.0,1.0,631,Sur
542,2024-06-18,Acordeon,Musica,250.0,1.0,632,Centro
543,19/06/2024,Bongoes,Musica,60.0,1.0,633,Oeste
544,2024-06-19,Pandereta,Musica,15.0,1.0,634,Este
545,2024-06-20,Maracas,Musica,10.0,1.0,635,Norte
546,2024-06-21,Cajon,Musica,80.0,1.0,636,
547,2024-06-22,,Musica,5.0,1.0,637,Centro
548,2024-06-23,Diapason,Musica,8.0,1.0,638,Oeste
549,2024-06-24,Metronomo,Musica,20.0,1.0,639,Este
550,2024-06-25,Software de Notacion Musical,Software,150.0,1.0,640,Norte
551,2024-06-26,Plugin VST,Software,50.0,1.0,641,Sur
552,2024-06-27,Sample Pack,Software,25.0,1.0,642,Centro
553,2024-06-28,Funda para Teclado Musical,Musica,35.0,1.0,643,Oeste
554,29/06/2024,Pedal de Sustain,Musica,20.0,N/A,644,Este
555,2024-06-29,Banco para Piano,Musica,50.0,1.0,645,Norte
556,2024-06-30,Diario,Oficina,12.0,1.0,646,Sur
557,2024-07-01,Cuaderno Inteligente,Oficina,30.0,1.0,647,Centro
558,2024-07-02,Escaner Portatil,Oficina,80.0,1.0,648,Oeste
559,2024-07-03,Mini Impresora Termica,impresion,50.0,1.0,649,Este
560,2024-07-04,Filamento para Impresora 3D,Diseno,-25.0,1.0,650,Norte
561,2024-07-05,Resina para Impresora 3D,Diseno,40.0,1.0,651,Sur
562,06/07/2024,Calibrador Digital,Herramientas,20.0,1.0,652,Centro
563,2024-07-06,Lupa con Luz,Herramientas,15.0,1.0,653,Oeste
564,2024-07-07,Tercera Mano para Soldar,Herramientas,18.0,1.0,654,Este
565,2024-07-08,Cautin,Herramientas,25.0,1.0,655,Norte
566,2024-07-09,Soldadura de Estano,herramientas,8.0,1.0,656,Sur
567,2024-07-10,,Herramientas,5.0,1.0,657,Centro
568,2024-07-11,Bomba para Desoldar,Herramientas,10.0,1.0,658,Oeste
569,2024-07-12,Protoboard,Electronica,7.0,1.0,659,Este
570,2024-07-13,Kit de Resistencias,Electronica,12.0,1.0,660,Norte
571,14/07/2024,Kit de Capacitores,Electronica,10.0,N/A,661,Sur
572,2024-07-14,Kit de LEDs,Electronica,8.0,1.0,662,Centro
573,2024-07-15,Arduino,Electronica,25.0,1.0,663,Oeste
574,2024-07-16,Raspberry Pi,Electronica,40.0,1.0,664,Este
575,2024-07-17,Kit de Sensores para Arduino,electronica,35.0,1.0,665,Norte
576,2024-07-18,Fuente de Alimentacion para Protoboard,Electronica,15.0,1.0,666,Sur
577,2024-07-19,Cables Jumper,Electronica,5.0,1.0,667,Centro
578,2024-07-20,Motor a Pasos,Electronica,10.0,2.0,668,Oeste
579,2024-07-21,Servomotor,electronica,8.0,2.0,669,
580,22/07/2024,Pantalla LCD para Arduino,Electronica,-12.0,1.0,670,Norte
581,2024-07-22,Relevador,Electronica,3.0,5.0,671,Sur
582,2024-07-23,,Electronica,2.0,1.0,672,Centro
583,2024-07-24,Ventilador de PC,Componentes,10.0,2.0,673,Oeste
584,2024-07-25,Disipador para CPU,Componentes,30.0,1.0,674,Este
585,2024-07-26,Controlador de Ventiladores,Componentes,20.0,1.0,675,Norte
586,2024-07-27,Cable de Extension para Fuente de Poder,Componentes,15.0,1.0,676,Sur
587,2024-07-28,Tornillos para PC,Componentes,5.0,1.0,677,Centro
588,2024-07-29,Adaptador WiFi USB,Redes,20.0,1.0,678,Oeste
589,30/07/2024,Tarjeta de Red PCIe,Redes,25.0,N/A,679,Este
590,2024-07-30,Antena WiFi de Alta Ganancia,Redes,18.0,1.0,680,Norte
591,2024-07-31,Herramienta para Crimpar,Redes,22.0,1.0,681,Sur
592,2024-08-01,Conectores RJ45,Redes,8.0,1.0,682,Centro
593,2024-08-02,Probador de Cable de Red,redes,15.0,1.0,683,Oeste
594,2024-08-03,Switch PoE,Redes,80.0,1.0,684,Este
595,2024-08-04,Inyector PoE,Redes,20.0,1.0,685,Norte
596,2024-08-05,Punto de Acceso WiFi,Redes,70.0,1.0,686,Sur
597,2024-08-06,,Redes,10.0,1.0,687,Centro
598,2024-08-07,Firewall,Seguridad,200.0,1.0,688,Oeste
599,2024-08-08,Servidor de Impresion,Redes,60.0,1.0,689,Este
600,09/08/2024,Rack para Servidor,Redes,-300.0,1.0,690,Norte
601,2024-08-09,PDU para Rack,Redes,100.0,1.0,691,Sur
602,2024-08-10,KVM Switch,Redes,80.0,1.0,692,Centro
603,2024-08-11,Caddy para Disco Duro,Almacenamiento,10.0,1.0,693,Oeste
604,2024-08-12,Carcasa para Disco Duro Externo,Almacenamiento,20.0,1.0,694,Este
605,2024-08-13,Lector de DNI Electronico,Perifericos,15.0,1.0,695,Norte
606,2024-08-14,Joystick,Videojuegos,40.0,1.0,696,Sur
607,2024-08-15,Arcade Stick,videojuegos,150.0,1.0,697,Centro
608,2024-08-16,Audifonos para Gaming,Videojuegos,80.0,N/A,698,Oeste
609,2024-08-17,,Videojuegos,20.0,1.0,699,Este
610,2024-08-18,Suscripcion a Servicio de Juegos,Videojuegos,15.0,1.0,700,Norte
611,2024-08-19,Moneda Virtual para Juegos,Videojuegos,20.0,1.0,701,
612,2024-08-20,Figura Amiibo,Videojuegos,18.0,1.0,702,Centro
613,2024-08-21,Guia de Estrategia,Libros,25.0,1.0,703,Oeste
614,2024-08-22,Comic,libros,10.0,1.0,704,Este
615,2024-08-23,Manga,Libros,12.0,1.0,705,Norte
616,2024-08-24,Libro de Arte,Libros,40.0,1.0,706,Sur
617,2024-08-25,Biografia,Libros,22.0,1.0,707,Centro
618,2024-08-26,Diccionario,libros,-18.0,1.0,708,Oeste
619,2024-08-27,Enciclopedia,Libros,60.0,1.0,709,Este
620,2024-08-28,,Libros,10.0,1.0,710,Norte
621,2024-08-29,Separador de Libros,Libros,3.0,1.0,711,Sur
622,2024-08-30,Luz de Lectura,Libros,10.0,1.0,712,Centro
623,2024-08-31,Soporte para Libros,Libros,15.0,1.0,713,Oeste
624,2024-09-01,Estante para Libros,Muebles,70.0,1.0,714,Este
625,02/09/2024,Sillon de Lectura,Muebles,180.0,1.0,715,Norte
626,2024-09-02,Funda para Libro,Libros,12.0,1.0,716,Sur
627,2024-09-03,Kit de Caligrafia,Arte,25.0,1.0,717,Centro
628,2024-09-04,Sellos de Goma,Arte,15.0,N/A,718,Oeste
629,2024-09-05,Tinta para Sellos,Arte,5.0,1.0,719,Este
630,2024-09-06,Papel Decorativo,Arte,8.0,1.0,720,Norte
631,2024-09-07,Pegatinas,arte,4.0,1.0,721,Sur
632,2024-09-08,Washi Tape,Arte,6.0,1.0,722,Centro
633,2024-09-09,,Arte,3.0,1.0,723,Oeste
634,2024-09-10,Kit de Origami,Arte,10.0,1.0,724,Este
635,2024-09-11,Pistola de Pegamento,Herramientas,12.0,1.0,725,Norte
636,12/09/2024,Barras de Pegamento,Herramientas,-3.0,1.0,726,Sur
637,2024-09-12,Cera para Sellar,Arte,15.0,1.0,727,Centro
638,2024-09-13,Sello para Lacre,Arte,10.0,1.0,728,Oeste
639,2024-09-14,Album de Fotos,Recuerdos,30.0,1.0,729,Este
640,2024-09-15,Libro de Recortes,Recuerdos,25.0,1.0,730,Norte
641,2024-09-16,Marco de Fotos,Recuerdos,15.0,2.0,731,Sur
642,2024-09-17,Caja de Recuerdos,Recuerdos,20.0,1.0,732,Centro
643,2024-09-18,Imanes para Refrigerador,Decoracion,5.0,5.0,733,Oeste
644,19/09/2024,Posavasos,Hogar,10.0,N/A,734,Este
645,2024-09-19,,Decoracion,8.0,1.0,735,Norte
646,2024-09-20,Mantel Individual,Hogar,7.0,4.0,736,Sur
647,2024-09-21,Abrebotellas,Cocina,5.0,1.0,737,Centro
648,2024-09-22,Tabla de Quesos,cocina,30.0,1.0,738,Oeste
649,2024-09-23,Rallador de Queso,Cocina,10.0,1.0,739,Este
650,2024-09-24,Prensa de Ajos,Cocina,8.0,1.0,740,
651,2024-09-25,Pelador de Papas,Cocina,6.0,1.0,741,Sur
652,2024-09-26,Batidor de Globo,cocina,7.0,1.0,742,Centro
653,2024-09-27,Espatula de Silicona,Cocina,8.0,1.0,743,Oeste
654,2024-09-28,Cucharon,Cocina,7.0,1.0,744,Este
655,2024-09-29,Pinzas de Cocina,Cocina,9.0,1.0,745,Norte
656,2024-09-30,Colador,Cocina,10.0,1.0,746,Sur
657,2024-10-01,Tazon para Mezclar,Cocina,12.0,2.0,747,Centro
658,2024-10-02,Tazas Medidoras,cocina,-8.0,1.0,748,Oeste
659,2024-10-03,Cucharas Medidoras,Cocina,6.0,1.0,749,Este
660,2024-10-04,Rodillo,Cocina,15.0,1.0,750,Norte
661,2024-10-05,Molde para Hornear,Cocina,18.0,1.0,751,Sur
662,2024-10-06,,Cocina,10.0,1.0,752,Centro
663,2024-10-07,Guantes para Horno,Cocina,12.0,1.0,753,Oeste
664,2024-10-08,Delantal,Cocina,15.0,1.0,754,Este
665,2024-10-09,Libro de Recetas,Libros,20.0,1.0,755,Norte
666,2024-10-10,Soporte para Tablet en Cocina,Accesorios,18.0,1.0,756,Sur
667,11/10/2024,Dispensador de Papel de Cocina,Cocina,15.0,1.0,757,Centro
668,2024-10-11,Escurridor de Platos,Cocina,25.0,N/A,758,Oeste
669,2024-10-12,Bote de Basura con Pedal,Cocina,40.0,1.0,759,Este
670,2024-10-13,Bolsas de Basura,Hogar,8.0,1.0,760,Norte
671,2024-10-14,Filtro para Cafe,Cocina,5.0,1.0,761,Sur
672,2024-10-15,Capsulas de Cafe,cocina,20.0,1.0,762,Centro
673,2024-10-16,Te en Hojas,Bebidas,12.0,1.0,763,Oeste
674,2024-10-17,Infusor de Te,Bebidas,8.0,1.0,764,Este
675,2024-10-18,Tetera,bebidas,-25.0,1.0,765,Norte
676,2024-10-19,Azucarera,Cocina,10.0,1.0,766,Sur
677,2024-10-20,Salero y Pimentero,Cocina,12.0,1.0,767,Centro
678,2024-10-21,Especiero,Cocina,20.0,1.0,768,Oeste
679,2024-10-22,Mortero,cocina,18.0,1.0,769,Este
680,2024-10-23,,Cocina,10.0,1.0,770,Norte
681,2024-10-24,Aceitera,Cocina,15.0,1.0,771,Sur
682,2024-10-25,Vinagrera,Cocina,15.0,1.0,772,Centro
683,2024-10-26, Dispensador de Cereales,Cocina,25.0,1.0,773,Oeste
684,2024-10-27,Porta Rollo de Papel Higienico,Hogar,12.0,1.0,774,
685,2024-10-28,Toallero,Hogar,15.0,1.0,775,Norte
686,2024-10-29,Gancho para Toalla,Hogar,8.0,2.0,776,Sur
687,2024-10-30,Espejo con Luz,Muebles,100.0,1.0,777,Centro
688,2024-10-31,Organizador de Maquillaje,Cuidado Personal,20.0,N/A,778,Oeste
689,2024-11-01,Esponja de Maquillaje,Cuidado Personal,7.0,1.0,779,Este
690,2024-11-02,Set de Brochas de Maquillaje,cuidado personal,25.0,1.0,780,Norte
691,2024-11-03,Limpiador de Brochas,Cuidado Personal,10.0,1.0,781,Sur
692,2024-11-04,Espejo de Aumento,Cuidado Personal,15.0,1.0,782,Centro
693,2024-11-05,Pinzas de Depilar,Cuidado Personal,5.0,1.0,783,Oeste
694,2024-11-06,Cortaunas,cuidado personal,4.0,1.0,784,Este
695,2024-11-07,Lima de Unas,Cuidado Personal,3.0,1.0,785,Norte
696,2024-11-08,,Cuidado Personal,2.0,1.0,786,Sur
697,2024-11-09,Neceser,Viajes,18.0,1.0,787,Centro
698,2024-11-10,Bolsa de Aseo,Viajes,15.0,1.0,788,Oeste
699,2024-11-11,Botellas de Viaje Rellenables,Viajes,-8.0,1.0,789,Este
700,2024-11-12,Identificador de Equipaje,Viajes,6.0,1.0,790,Norte
701,2024-11-13,Bascula para Equipaje,Viajes,12.0,1.0,791,Sur
702,2024-11-14,Candado TSA,Viajes,10.0,1.0,792,Centro
703,2024-11-15,Antifaz para Dormir,Viajes,7.0,1.0,793,Oeste
704,2024-11-16,Tapones para los Oidos,Viajes,5.0,1.0,794,Este
705,2024-11-17,Organizador de Maleta,Viajes,20.0,1.0,795,Norte
706,2024-11-18,Bolsa para Zapatos,Viajes,10.0,1.0,796,Sur
707,2024-11-19,Bolsa para Ropa Sucia,Viajes,8.0,1.0,797,
708,2024-11-20,Portadocumentos de Viaje,Viajes,15.0,1.0,798,Oeste
709,2024-11-21,Cinturon con Bolsillo Secreto,Viajes,20.0,1.0,799,Este
710,2024-11-22,,Viajes,10.0,1.0,800,Norte
711,2024-11-23,Carpa de Playa,Exterior,50.0,1.0,801,Sur
712,2024-11-24,Silla de Playa,Exterior,25.0,N/A,802,Centro
713,2024-11-25,Sombrilla de Playa,Exterior,30.0,1.0,803,Oeste
714,2024-11-26,Toalla de Playa,Exterior,20.0,1.0,804,Este
715,2024-11-27,Juguetes de Playa,Juguetes,15.0,1.0,805,Norte
716,2024-11-28,Hielera Portatil,Exterior,35.0,1.0,806,Sur
717,2024-11-29,Termo para Agua,Exterior,20.0,1.0,807,Centro
718,2024-11-30,Flotador,Natacion,10.0,1.0,808,Oeste
719,2024-12-01,Tabla de Bodyboard,natacion,-25.0,1.0,809,Este
720,2024-12-02,Aletas de Natacion,Natacion,30.0,1.0,810,Norte
721,2024-12-03,Snorkel,Natacion,20.0,1.0,811,Sur
722,2024-12-04,Visor de Buceo,Natacion,25.0,1.0,812,Centro
723,2024-12-05,,Natacion,15.0,1.0,813,Oeste
724,2024-12-06,Chaleco Salvavidas,Natacion,40.0,1.0,814,Este
725,2024-12-07,Bolsa Estanca,Natacion,18.0,1.0,815,Norte
726,2024-12-08,Funda Impermeable para Celular,Accesorios,12.0,1.0,816,Sur
727,2024-12-09,Cama para Mascota,Mascotas,40.0,1.0,817,Centro
728,2024-12-10,Comedero para Mascota,mascotas,15.0,1.0,818,Oeste
729,2024-12-11,Bebedero para Mascota,Mascotas,15.0,1.0,819,Este
730,2024-12-12,Juguete para Mascota,Mascotas,8.0,2.0,820,Norte
731,2024-12-13,Correa para Mascota,Mascotas,12.0,1.0,821,
732,2024-12-14,Collar para Mascota,Mascotas,10.0,N/A,822,Centro
733,2024-12-15,Placa de Identificacion para Mascota,Mascotas,7.0,1.0,823,Oeste
734,2024-12-16,Arena para Gato,Mascotas,15.0,1.0,824,Este
735,2024-12-17,Arenero para Gato,mascotas,20.0,1.0,825,Norte
736,2024-12-18,Rascador para Gato,Mascotas,30.0,1.0,826,Sur
737,2024-12-19,Transportadora para Mascota,Mascotas,50.0,1.0,827,Centro
738,2024-12-20,,Mascotas,10.0,1.0,828,Oeste
739,2024-12-21,Shampoo para Mascota,Mascotas,12.0,1.0,829,Este
740,2024-12-22,Cepillo para Mascota,Mascotas,10.0,1.0,830,Norte
741,2024-12-23,Cortaunas para Mascota,Mascotas,-8.0,1.0,831,Sur
742,2024-12-24,Alimento para Perro,Mascotas,40.0,1.0,832,Centro
743,2024-12-25,Alimento para Gato,mascotas,35.0,1.0,833,Oeste
744,2024-12-26,Premios para Mascota,Mascotas,10.0,1.0,834,Este
745,2024-12-27,Bolsas para Heces,Mascotas,5.0,1.0,835,Norte
746,2024-12-28,Ropa para Mascota,Ropa,15.0,1.0,836,Sur
747,2024-12-29,GPS para Mascota,Electronica,50.0,1.0,837,Centro
748,2024-12-30,Camara para Mascota,electronica,80.0,1.0,838,Oeste
749,2024-12-31,Dispensador de Comida Automatico,Mascotas,70.0,1.0,839,Este
750,2025-01-01,Fuente de Agua para Mascota,Mascotas,30.0,1.0,840,Norte
751,2025-01-02,Puerta para Mascota,Hogar,25.0,1.0,841,Sur
752,2025-01-03,Cinturon de Seguridad para Mascota,Viajes,15.0,N/A,842,Centro
753,2025-01-04,,Mascotas,10.0,1.0,843,Oeste
754,2025-01-05,Valla para Bebe,Seguridad,60.0,1.0,844,Este
755,2025-01-06,Monitor para Bebe,Seguridad,100.0,1.0,845,Norte
